OCCSCHEME,OCCTYPE,OCCDESC,PSOLD_RG,PSOLD_Description,Effective,Expiration
SIC,5948,Luggage & Leather Goods Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5949,"Sewing, Needlework & Piece Goods",16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5961,Mail Order Houses,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5962,Vending Machine Operators,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5963,Direct Selling Organizations,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5983,Fuel Oil Dealers Retail,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5984,Liquified Petroleum Gas Dealers Retail,17,Gasoline Stations,1/1/2019,12/31/2099
SIC,5989,"Fuel Dealers, NEC",16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5992,Florists Retail,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5993,Cigar Stores & Stands,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5994,News Dealers & Newsstands,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5995,Opticians Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5999,"Miscellaneous Retail Stores, NEC",16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,6000,DEPOSITORY INSTITUTIONS,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6011,Federal Reserve Banks,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6019,"Central Reserve Depository Institutions, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6021,National Banks,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6022,State Commercial Banks,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6029,"Commercial Banks, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6035,"Saving Institutions, Federally Chartered",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6036,"Savings Institutions, Not Federally Chartered",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6038,"Saving Institutions, Not Federally Chartered",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6061,"Credit Unions, Federally Chartered",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6062,"Credit Union, Not Federally Chartered",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6081,Branches & Agencies of Foreign Banks,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6082,Foreign Trade & International Banking Institutions,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6091,Non Deposit Trust Facilities,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6099,"Functions Related to Banking, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6100,NONDEPOSITORY CREDIT INSTITUTIONS,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6111,Federal & Federally Sponsored Credit Agencies,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6141,Personal Credit Institutions,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6153,Short Term Business Credit,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6159,Miscellaneous Business Credit Institutions,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6162,Mortgage Bankers & Loan Correspondents,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6163,Loan Brokers,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6200,SECURITY COMMODITY BROKERS AND SERVICES,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6211,Security Brokers & Dealers,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6221,Commodity Contracts Brokers & Dealers,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6231,Security & Commodity Exchanges,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6282,Investment Advice & Research,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6289,Miscellaneous Business Credit Institutions,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6300,INSURANCE CARRIERS,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6311,Life Insurance,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6321,Accident & Heath Insurance,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6324,Hospital & Medical Service Plans,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6331,"Fire, Marine & Casualty Insurance",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6351,Surety Insurance,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6361,Title Insurance,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6371,"Pension, Health & Welfare Funds",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6399,"Insurance Carriers, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6400,"INSURANCE AGENTS, BROKERS AND SERVICES",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6411,"Insurance Agents, Brokers & Service",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6500,REAL ESTATE,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6512,Nonresidential Building Operators,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6513,Apartment Building Operators,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6514,"Dwelling Operators, Except Apartment",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6515,Mobile Home Site Operators,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6517,Railroad Property Lessors,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6519,"Real Property Lessors, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6531,"Real Estate Agents, Managers",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6541,Title Abstract Offices,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6552,"Subdividers & Developers, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6553,Cemetery Subdividers & Developers,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6700,HOLDING AND OTHER INVESTMENT OFFICES,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6712,Bank Holding Companies,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6719,Holding Companies,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6722,"Management Investment, Open-End",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6726,"Unit Investment Trust, Face Amount Cert. Closed-En",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6732,"Educational, Religious, Etc. Trusts",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6733,"Trusts, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,6792,Oil Royalty Traders,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6794,Patent Owners & Lessors,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6798,Real Estate Investment Trusts,14,Offices and Banks,1/1/2019,12/31/2099
SIC,6799,"Investors, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,7000,HOTELS AND OTHER LODGING PLACES,7,Hotels and Motels - Other,1/1/2019,12/31/2099
SIC,7011,"Hotels, Motels & Tourist Courts",7,Hotels and Motels - Other,1/1/2019,12/31/2099
SIC,7021,Rooming & Boarding Houses,7,Hotels and Motels - Other,1/1/2019,12/31/2099
SIC,7032,Sporting & Recreational Camps,7,Hotels and Motels - Other,1/1/2019,12/31/2099
SIC,7033,Trailering Parks for Transients,7,Hotels and Motels - Other,1/1/2019,12/31/2099
SIC,7041,Membership-Basis Organization Hotels,7,Hotels and Motels - Other,1/1/2019,12/31/2099
SIC,7200,PERSONAL SERVICES,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7211,"Power Laundries, Family & Commercial",21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,8093,"Specialty Outpatient Clinics, NEC",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
SIC,8099,"Health & Allied Services, NEC",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
SIC,8100,LEGAL SERVICES,14,Offices and Banks,1/1/2019,12/31/2099
SIC,8111,Legal Services,14,Offices and Banks,1/1/2019,12/31/2099
SIC,8200,EDUCATIONAL SERVICES,13,Schools,1/1/2019,12/31/2099
SIC,8211,Elementary & Secondary Schools,13,Schools,1/1/2019,12/31/2099
SIC,8221,"Colleges & Universities, NEC",13,Schools,1/1/2019,12/31/2099
SIC,8222,Junior Colleges,13,Schools,1/1/2019,12/31/2099
SIC,8231,Libraries & Information Centers,13,Schools,1/1/2019,12/31/2099
SIC,8243,Data Processing Schools,13,Schools,1/1/2019,12/31/2099
SIC,8244,Business & Secretarial Schools,13,Schools,1/1/2019,12/31/2099
SIC,8249,"Vocational Schools, NEC",13,Schools,1/1/2019,12/31/2099
SIC,8299,"Schools & Educational Services, NEC",13,Schools,1/1/2019,12/31/2099
SIC,8300,SOCIAL SERVICES,11,Government Services,1/1/2019,12/31/2099
SIC,8322,Individual & Family Social Services,11,Government Services,1/1/2019,12/31/2099
SIC,8331,Job Training & Related Services,11,Government Services,1/1/2019,12/31/2099
SIC,8351,Child Day Care Services,11,Government Services,1/1/2019,12/31/2099
SIC,5136,Mens Clothing & Furnishings Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5137,Womens & Childrens Clothing Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5139,Footwear Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5141,Groceries General Line Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5142,Frozen Foods Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5143,Dairy Products Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5144,Poultry & Poultry Products Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5145,Confectionery Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5146,Fish & Seafoods Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5147,Meats & Meat Products Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5148,Fresh Fruits & Vegetables Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5149,"Groceries & Related Products, Not Elsewhere Classified",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5153,Grain Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5154,Livestock Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5159,"Farm-Product Raw Materials, NEC",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5162,Plastic Materials,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5169,"Chemicals & Allied Products, NEC",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5171,Petroleum Bulk Stations & Terminals Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5172,"Petroleum Products Wholesaling, NEC",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5181,Beer & Ale Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5182,Wines & Distilled Beverage Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5189,"Groceries & Related Products, NEC",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5191,Farm Supplies Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5192,"Books, Periodicals & Newspapers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5193,Flowers & Florists Supplies,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5194,Tobacco & Tobacco Products Wholesaling,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5198,"Paints, Varnishes & Supplies Wholesaling",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5199,"Nondurable Goods Wholesaling, NEC",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5200,RETAIL BUILDING MATERIALS AND GARDEN SUPPLIES,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5211,Lumber & Other Building Material Retail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5231,"Paint, Glass & Wallpaper Stores",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5251,Hardware Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5261,Retail Nurseries & Garden Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5262,Insecticide Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5263,Farm Machinery Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5271,Mobile Home Dealers Retail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5300,GENERAL MERCHANDISE STORES,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5311,Department stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5331,Variety Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5399,Miscellaneous General Merchandise Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5400,FOOD STORES,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5411,Grocery Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5412,Convenience Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5421,Meal & Fish (Seafood) Markets,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5431,Fruit & Vegetable Markets,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5441,"Candy, Nut & Confectionery Stores",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5451,Dairy Products Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5461,Retail Bakeries,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5499,Miscellaneous Food Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5500,AUTOMOTIVE DEALERS AND SERVICE STATIONS,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5511,New & Used Car Dealers,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5521,Used Car Dealers,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5531,Auto & Home Supply Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5541,Gasoline Service Stations,17,Gasoline Stations,1/1/2019,12/31/2099
SIC,5551,Boat Dealers Retail,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5561,Recreation Vehicle Dealers,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5571,Motorcycle Dealers Retail,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5599,"Automotive Dealers Retail, NEC",16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5600,APPAREL AND ACCESSORY STORES,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5611,Mens & Boys Clothing & Furnishings,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5621,Womens Ready-to-Wear Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5632,Womens Accessory & Specialty Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5641,Childrens & Infants Wear Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5651,Family Clothing Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5661,Shoe Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5699,Miscellaneous Apparel & Accessories Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
SIC,5700,FURNITURE AND HOME FURNISHING STORES,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5712,Furniture Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5713,Floor Covering Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5714,Drapery & Upholstery,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5719,Miscellaneous Home Furnishing Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5722,Household Appliance Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5731,"Radio, Television & electronics Stores",16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5734,Computer & Software Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5735,Record & Prerecorded Tape Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5736,Musical Instrument Stores,16,Other Mercantiles - Other ,1/1/2019,12/31/2099
SIC,5800,EATING AND DRINKING PLACES,9,Restaurants and Bars,1/1/2019,12/31/2099
SIC,5812,Eating Places,9,Restaurants and Bars,1/1/2019,12/31/2099
SIC,7212,Agents for Laundries & Dry Cleaners,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7213,Linen Supply,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7215,Cold-Operated Laundries & Dry Cleaners,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7216,"Dry Cleaning Plants, Except Rug",21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7217,Carpet & Upholstery Cleaning,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7218,Industrial Launderers,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7219,"Laundry & Garment Services, NEC",21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7221,"Photographic Studios, Portrait",21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7231,Beauty Shops,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7241,Barber Shops,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7251,Shoe Repair Shops & Shoeshine Parlors,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7261,Funeral Service & Crematories,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7291,Tax Return Preparation Service,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7299,Miscellaneous Personal Services,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,7300,BUSINESS SERVICES,14,Offices and Banks,1/1/2019,12/31/2099
SIC,7311,Advertising Agencies,14,Offices and Banks,1/1/2019,12/31/2099
SIC,7312,Outdoor Advertising Services,14,Offices and Banks,1/1/2019,12/31/2099
SIC,7313,"Radio, Television & Publishers Representatives",14,Offices and Banks,1/1/2019,12/31/2099
SIC,7319,"Advertising, NEC",14,Offices and Banks,1/1/2019,12/31/2099
SIC,7322,Adjustment & Collection Services,14,Offices and Banks,1/1/2019,12/31/2099
SIC,7323,Credit Reporting,14,Offices and Banks,1/1/2019,12/31/2099
SIC,7331,Direct Mail Advertising Services,14,Offices and Banks,1/1/2019,12/31/2099
SIC,4481,"Deep Sea Transportation of Passenger, Exc By Ferry",39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4482,Ferries,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4489,"Water Transportation of Passengers, NEC",39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4491,Marine Cargo Handling,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4492,Towing & Tugboat Service,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4493,Marinas,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4499,"Water Services, NEC",39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4500,TRANSPORTATION BY AIR,23,Air/Airplane Hangars,1/1/2019,12/31/2099
SIC,4512,"Air Transportation, Scheduled",23,Air/Airplane Hangars,1/1/2019,12/31/2099
SIC,4513,Air Courier Services,23,Air/Airplane Hangars,1/1/2019,12/31/2099
SIC,4522,"Air Transportation, Non-Scheduled",23,Air/Airplane Hangars,1/1/2019,12/31/2099
SIC,4581,Services Related to Air Transportation,23,Air/Airplane Hangars,1/1/2019,12/31/2099
SIC,4600,"PIPE LINES, EXCEPT NATURAL GAS",35,Severe Manu/Petroleum,1/1/2019,12/31/2099
SIC,4612,Crude Petroleum Pipe Lines,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
SIC,4613,Refined Petroleum Pipe Lines,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
SIC,4619,"Pipe Lines, NEC",10,Emergency Services,1/1/2019,12/31/2099
SIC,4700,TRANSPORTATION SERVICES,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,4724,Travel Agencies,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,4725,Tour Operators,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,4729,"Arrangement of Passenger Transportation, NEC",21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,4731,Freight Forwarding & Arrangement,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4741,Railroad Car Rental,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4783,Packing & Crating,21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,4785,"Inspection Services Fixed Facilities, NEC",21,Personal and Repair Services,1/1/2019,12/31/2099
SIC,4789,"Transportation Services, NEC",39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4800,COMMUNICATION,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4812,Radiotelephone Communications Services,39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4813,"Telephone Communications, Except Radiotelephone",39,All (excluding HPR),1/1/2019,12/31/2099
SIC,4822,Telegraph & Other Message Communications,39,All (excluding HPR),1/1/2019,12/31/2099
